,contactlens,ethnicity,major,disabilityphysical,eyeglasses,parentsmarriage,weight,daded,momed,momrelig,heighttotal,pincome,disabilitylearning,fbprivacy,dadrelig,computeruse,gender,numberpets,familymilitary,SurveyNr,egoid
1151,1,2,0,0,1,2,3,2,0,1,1,1,0,0,1,1,0,1,1,6,14188
1152,0,2,6,0,0,2,3,3,0,1,2,0,0,0,1,1,1,3,0,1,34250
1153,0,2,6,0,0,2,3,3,0,1,2,0,0,0,1,1,1,3,0,2,34250
1154,0,2,6,0,0,2,3,3,0,1,2,0,0,0,1,1,1,3,0,3,34250
1155,0,2,6,0,0,2,3,3,0,1,2,0,0,0,1,1,1,3,0,4,34250
1156,0,2,6,0,0,2,3,3,0,1,2,0,0,0,1,1,1,3,0,5,34250
1157,0,2,6,0,0,2,3,3,0,1,2,0,0,0,1,1,1,3,0,6,34250
1158,0,2,3,0,0,2,2,0,3,4,0,1,0,0,1,1,0,3,0,1,75466
1159,0,2,3,0,0,2,2,0,3,4,0,1,0,0,1,1,0,3,0,2,75466
1160,0,2,3,0,0,2,2,0,3,4,0,1,0,0,1,1,0,3,0,3,75466
1161,0,2,3,0,0,2,2,0,3,4,0,1,0,0,1,1,0,3,0,4,75466
1162,0,2,3,0,0,2,2,0,3,4,0,1,0,0,1,1,0,3,0,5,75466
1163,0,2,3,0,0,2,2,0,3,4,0,1,0,0,1,1,0,3,0,6,75466
1164,1,2,2,0,0,2,2,2,2,1,1,0,0,0,1,0,0,2,1,1,85596
1165,1,2,2,0,0,2,2,2,2,1,1,0,0,0,1,0,0,2,1,2,85596
1166,1,2,2,0,0,2,2,2,2,1,1,0,0,0,1,0,0,2,1,3,85596
1167,1,2,2,0,0,2,2,2,2,1,1,0,0,0,1,0,0,2,1,4,85596
1168,1,2,2,0,0,2,2,2,2,1,1,0,0,0,1,0,0,2,1,5,85596
1169,1,2,2,0,0,2,2,2,2,1,1,0,0,0,1,0,0,2,1,6,85596
1170,0,0,6,0,1,2,2,0,2,4,0,0,0,0,2,1,0,0,1,1,69669
1171,0,0,6,0,1,2,2,0,2,4,0,0,0,0,2,1,0,0,1,2,69669
1172,0,0,6,0,1,2,2,0,2,4,0,0,0,0,2,1,0,0,1,3,69669
1173,0,0,6,0,1,2,2,0,2,4,0,0,0,0,2,1,0,0,1,4,69669
1174,0,0,6,0,1,2,2,0,2,4,0,0,0,0,2,1,0,0,1,5,69669
1175,0,0,6,0,1,2,2,0,2,4,0,0,0,0,2,1,0,0,1,6,69669
1176,1,0,1,1,1,2,0,2,2,0,4,0,1,0,0,1,0,0,1,1,30952
1177,1,0,1,1,1,2,0,2,2,0,4,0,1,0,0,1,0,0,1,2,30952
1178,1,0,1,1,1,2,0,2,2,0,4,0,1,0,0,1,0,0,1,3,30952
1179,1,0,1,1,1,2,0,2,2,0,4,0,1,0,0,1,0,0,1,4,30952
1180,1,0,1,1,1,2,0,2,2,0,4,0,1,0,0,1,0,0,1,5,30952
1181,1,0,1,1,1,2,0,2,2,0,4,0,1,0,0,1,0,0,1,6,30952
1182,1,0,5,0,1,2,0,0,3,1,0,0,0,0,2,1,0,1,1,1,52615
1183,1,0,5,0,1,2,0,0,3,1,0,0,0,0,2,1,0,1,1,2,52615
1184,1,0,5,0,1,2,0,0,3,1,0,0,0,0,2,1,0,1,1,3,52615
1185,1,0,5,0,1,2,0,0,3,1,0,0,0,0,2,1,0,1,1,4,52615
1186,1,0,5,0,1,2,0,0,3,1,0,0,0,0,2,1,0,1,1,5,52615
1187,1,0,5,0,1,2,0,0,3,1,0,0,0,0,2,1,0,1,1,6,52615
1188,1,2,5,0,0,2,0,0,0,1,2,0,0,0,1,0,1,2,1,1,95426
1189,1,2,5,0,0,2,0,0,0,1,2,0,0,0,1,0,1,2,1,2,95426
1190,1,2,5,0,0,2,0,0,0,1,2,0,0,0,1,0,1,2,1,3,95426
1191,1,2,5,0,0,2,0,0,0,1,2,0,0,0,1,0,1,2,1,4,95426
1192,1,2,5,0,0,2,0,0,0,1,2,0,0,0,1,0,1,2,1,5,95426
1193,1,2,5,0,0,2,0,0,0,1,2,0,0,0,1,0,1,2,1,6,95426
1194,0,2,4,0,1,2,1,0,0,3,2,2,0,0,3,0,1,3,0,1,51597
1195,0,2,4,0,1,2,1,0,0,3,2,2,0,0,3,0,1,3,0,2,51597
1196,0,2,4,0,1,2,1,0,0,3,2,2,0,0,3,0,1,3,0,3,51597
1197,0,2,4,0,1,2,1,0,0,3,2,2,0,0,3,0,1,3,0,4,51597
1198,0,2,4,0,1,2,1,0,0,3,2,2,0,0,3,0,1,3,0,5,51597
1199,0,2,4,0,1,2,1,0,0,3,2,2,0,0,3,0,1,3,0,6,51597
1200,0,2,0,0,1,2,0,2,2,1,0,0,0,0,1,0,0,2,0,1,51675
1201,0,2,0,0,1,2,0,2,2,1,0,0,0,0,1,0,0,2,0,2,51675
1202,0,2,0,0,1,2,0,2,2,1,0,0,0,0,1,0,0,2,0,3,51675
1203,0,2,0,0,1,2,0,2,2,1,0,0,0,0,1,0,0,2,0,4,51675
1204,0,2,0,0,1,2,0,2,2,1,0,0,0,0,1,0,0,2,0,5,51675
1205,0,2,0,0,1,2,0,2,2,1,0,0,0,0,1,0,0,2,0,6,51675
1206,1,2,5,0,0,2,1,2,2,1,1,1,0,0,1,1,1,2,0,1,65102
1207,1,2,5,0,0,2,1,2,2,1,1,1,0,0,1,1,1,2,0,2,65102
1208,1,2,5,0,0,2,1,2,2,1,1,1,0,0,1,1,1,2,0,3,65102
1209,1,2,5,0,0,2,1,2,2,1,1,1,0,0,1,1,1,2,0,4,65102
1210,1,2,5,0,0,2,1,2,2,1,1,1,0,0,1,1,1,2,0,5,65102
1211,1,2,5,0,0,2,1,2,2,1,1,1,0,0,1,1,1,2,0,6,65102
1212,0,2,5,0,0,2,1,0,0,1,1,0,0,0,1,1,1,2,0,1,84472
1213,0,2,5,0,0,2,1,0,0,1,1,0,0,0,1,1,1,2,0,2,84472
1214,0,2,5,0,0,2,1,0,0,1,1,0,0,0,1,1,1,2,0,3,84472
1215,0,2,5,0,0,2,1,0,0,1,1,0,0,0,1,1,1,2,0,4,84472
1216,0,2,5,0,0,2,1,0,0,1,1,0,0,0,1,1,1,2,0,5,84472
1217,0,2,5,0,0,2,1,0,0,1,1,0,0,0,1,1,1,2,0,6,84472
1218,0,2,2,0,0,2,0,0,2,1,1,0,0,0,1,1,1,1,0,1,26425
1219,0,2,2,0,0,2,0,0,2,1,1,0,0,0,1,1,1,1,0,2,26425
1220,0,2,2,0,0,2,0,0,2,1,1,0,0,0,1,1,1,1,0,3,26425
1221,0,2,2,0,0,2,0,0,2,1,1,0,0,0,1,1,1,1,0,4,26425
1222,0,2,2,0,0,2,0,0,2,1,1,0,0,0,1,1,1,1,0,5,26425
1223,0,2,2,0,0,2,0,0,2,1,1,0,0,0,1,1,1,1,0,6,26425
