,contactlens,ethnicity,major,disabilityphysical,eyeglasses,parentsmarriage,weight,daded,momed,momrelig,heighttotal,pincome,disabilitylearning,fbprivacy,dadrelig,computeruse,gender,numberpets,familymilitary,SurveyNr,egoid
6,1,2,5,0,1,2,2,2,2,1,0,0,0,0,1,1,0,1,0,1,92782
7,1,2,5,0,1,2,2,2,2,1,0,0,0,0,1,1,0,1,0,2,92782
8,1,2,5,0,1,2,2,2,2,1,0,0,0,0,1,1,0,1,0,3,92782
9,1,2,5,0,1,2,2,2,2,1,0,0,0,0,1,1,0,1,0,4,92782
10,1,2,5,0,1,2,2,2,2,1,0,0,0,0,1,1,0,1,0,5,92782
11,1,2,5,0,1,2,2,2,2,1,0,0,0,0,1,1,0,1,0,6,92782
12,0,3,5,0,0,2,0,2,0,1,1,0,0,3,1,1,0,3,1,1,96362
13,0,3,5,0,0,2,0,2,0,1,1,0,0,3,1,1,0,3,1,2,96362
14,0,3,5,0,0,2,0,2,0,1,1,0,0,3,1,1,0,3,1,3,96362
15,0,3,5,0,0,2,0,2,0,1,1,0,0,3,1,1,0,3,1,4,96362
16,0,3,5,0,0,2,0,2,0,1,1,0,0,3,1,1,0,3,1,5,96362
17,0,3,5,0,0,2,0,2,0,1,1,0,0,3,1,1,0,3,1,6,96362
24,1,2,2,0,1,2,1,0,2,1,2,0,0,0,1,0,1,1,1,1,91257
25,1,2,2,0,1,2,1,0,2,1,2,0,0,0,1,0,1,1,1,2,91257
26,1,2,2,0,1,2,1,0,2,1,2,0,0,0,1,0,1,1,1,3,91257
27,1,2,2,0,1,2,1,0,2,1,2,0,0,0,1,0,1,1,1,4,91257
28,1,2,2,0,1,2,1,0,2,1,2,0,0,0,1,0,1,1,1,5,91257
29,1,2,2,0,1,2,1,0,2,1,2,0,0,0,1,0,1,1,1,6,91257
30,1,2,3,0,0,2,0,3,2,1,1,0,0,2,1,0,1,2,0,1,97942
31,1,2,3,0,0,2,0,3,2,1,1,0,0,2,1,0,1,2,0,2,97942
32,1,2,3,0,0,2,0,3,2,1,1,0,0,2,1,0,1,2,0,3,97942
33,1,2,3,0,0,2,0,3,2,1,1,0,0,2,1,0,1,2,0,4,97942
34,1,2,3,0,0,2,0,3,2,1,1,0,0,2,1,0,1,2,0,5,97942
35,1,2,3,0,0,2,0,3,2,1,1,0,0,2,1,0,1,2,0,6,97942
42,1,2,5,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,31583
43,1,2,5,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,2,31583
44,1,2,5,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,3,31583
45,1,2,5,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,4,31583
46,1,2,5,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,5,31583
47,1,2,5,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,6,31583
48,0,3,6,0,0,1,3,0,2,1,1,0,0,0,1,1,1,1,1,1,10281
49,0,3,6,0,0,1,3,0,2,1,1,0,0,0,1,1,1,1,1,2,10281
50,0,3,6,0,0,1,3,0,2,1,1,0,0,0,1,1,1,1,1,3,10281
51,0,3,6,0,0,1,3,0,2,1,1,0,0,0,1,1,1,1,1,4,10281
52,0,3,6,0,0,1,3,0,2,1,1,0,0,0,1,1,1,1,1,5,10281
53,0,3,6,0,0,1,3,0,2,1,1,0,0,0,1,1,1,1,1,6,10281
54,0,2,1,0,0,2,3,0,0,1,2,3,0,0,4,0,1,2,0,1,31372
55,0,2,1,0,0,2,3,0,0,1,2,3,0,0,4,0,1,2,0,2,31372
56,0,2,1,0,0,2,3,0,0,1,2,3,0,0,4,0,1,2,0,3,31372
57,0,2,1,0,0,2,3,0,0,1,2,3,0,0,4,0,1,2,0,4,31372
58,0,2,1,0,0,2,3,0,0,1,2,3,0,0,4,0,1,2,0,5,31372
59,0,2,1,0,0,2,3,0,0,1,2,3,0,0,4,0,1,2,0,6,31372
60,0,2,1,0,1,2,3,0,2,1,2,0,0,0,1,1,1,1,0,1,44947
61,0,2,1,0,1,2,3,0,2,1,2,0,0,0,1,1,1,1,0,2,44947
62,0,2,1,0,1,2,3,0,2,1,2,0,0,0,1,1,1,1,0,3,44947
63,0,2,1,0,1,2,3,0,2,1,2,0,0,0,1,1,1,1,0,4,44947
64,0,2,1,0,1,2,3,0,2,1,2,0,0,0,1,1,1,1,0,5,44947
65,0,2,1,0,1,2,3,0,2,1,2,0,0,0,1,1,1,1,0,6,44947
66,1,0,6,0,0,1,2,1,1,4,0,1,0,0,1,0,0,2,1,1,77023
67,1,0,6,0,0,1,2,1,1,4,0,1,0,0,1,0,0,2,1,2,77023
68,1,0,6,0,0,1,2,1,1,4,0,1,0,0,1,0,0,2,1,3,77023
69,1,0,6,0,0,1,2,1,1,4,0,1,0,0,1,0,0,2,1,4,77023
70,1,0,6,0,0,1,2,1,1,4,0,1,0,0,1,0,0,2,1,5,77023
71,1,0,6,0,0,1,2,1,1,4,0,1,0,0,1,0,0,2,1,6,77023
72,1,2,1,0,1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,1,11023
73,1,2,1,0,1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,2,11023
74,1,2,1,0,1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,3,11023
75,1,2,1,0,1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,4,11023
76,1,2,1,0,1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,5,11023
77,1,2,1,0,1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,6,11023
78,1,3,3,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,1,1,35227
79,1,3,3,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,1,2,35227
80,1,3,3,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,1,3,35227
81,1,3,3,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,1,4,35227
82,1,3,3,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,1,5,35227
83,1,3,3,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,1,6,35227
84,1,2,2,0,1,2,0,2,0,1,1,0,0,0,1,0,1,2,0,1,30076
85,1,2,2,0,1,2,0,2,0,1,1,0,0,0,1,0,1,2,0,2,30076
86,1,2,2,0,1,2,0,2,0,1,1,0,0,0,1,0,1,2,0,3,30076
87,1,2,2,0,1,2,0,2,0,1,1,0,0,0,1,0,1,2,0,4,30076
88,1,2,2,0,1,2,0,2,0,1,1,0,0,0,1,0,1,2,0,5,30076
89,1,2,2,0,1,2,0,2,0,1,1,0,0,0,1,0,1,2,0,6,30076
90,1,2,1,0,1,2,0,1,1,1,2,1,0,0,1,1,1,1,0,1,63063
91,1,2,1,0,1,2,0,1,1,1,2,1,0,0,1,1,1,1,0,2,63063
92,1,2,1,0,1,2,0,1,1,1,2,1,0,0,1,1,1,1,0,3,63063
93,1,2,1,0,1,2,0,1,1,1,2,1,0,0,1,1,1,1,0,4,63063
94,1,2,1,0,1,2,0,1,1,1,2,1,0,0,1,1,1,1,0,5,63063
95,1,2,1,0,1,2,0,1,1,1,2,1,0,0,1,1,1,1,0,6,63063
96,0,2,5,0,0,2,0,0,2,1,1,0,0,0,1,1,1,0,0,1,71518
97,0,2,5,0,0,2,0,0,2,1,1,0,0,0,1,1,1,0,0,2,71518
98,0,2,5,0,0,2,0,0,2,1,1,0,0,0,1,1,1,0,0,3,71518
99,0,2,5,0,0,2,0,0,2,1,1,0,0,0,1,1,1,0,0,4,71518
100,0,2,5,0,0,2,0,0,2,1,1,0,0,0,1,1,1,0,0,5,71518
101,0,2,5,0,0,2,0,0,2,1,1,0,0,0,1,1,1,0,0,6,71518
102,0,2,2,0,0,2,1,0,0,4,1,1,0,0,4,1,1,2,0,1,86009
103,0,2,2,0,0,2,1,0,0,4,1,1,0,0,4,1,1,2,0,2,86009
104,0,2,2,0,0,2,1,0,0,4,1,1,0,0,4,1,1,2,0,3,86009
105,0,2,2,0,0,2,1,0,0,4,1,1,0,0,4,1,1,2,0,4,86009
106,0,2,2,0,0,2,1,0,0,4,1,1,0,0,4,1,1,2,0,5,86009
107,0,2,2,0,0,2,1,0,0,4,1,1,0,0,4,1,1,2,0,6,86009
108,0,2,1,0,0,2,1,0,2,3,1,0,0,0,3,1,0,1,1,1,47230
109,0,2,1,0,0,2,1,0,2,3,1,0,0,0,3,1,0,1,1,2,47230
110,0,2,1,0,0,2,1,0,2,3,1,0,0,0,3,1,0,1,1,3,47230
111,0,2,1,0,0,2,1,0,2,3,1,0,0,0,3,1,0,1,1,4,47230
112,0,2,1,0,0,2,1,0,2,3,1,0,0,0,3,1,0,1,1,5,47230
113,0,2,1,0,0,2,1,0,2,3,1,0,0,0,3,1,0,1,1,6,47230
114,1,2,2,0,0,1,1,4,3,1,2,0,0,0,4,0,1,2,1,1,69065
115,1,2,2,0,0,1,1,4,3,1,2,0,0,0,4,0,1,2,1,2,69065
116,1,2,2,0,0,1,1,4,3,1,2,0,0,0,4,0,1,2,1,3,69065
117,1,2,2,0,0,1,1,4,3,1,2,0,0,0,4,0,1,2,1,4,69065
118,1,2,2,0,0,1,1,4,3,1,2,0,0,0,4,0,1,2,1,5,69065
119,1,2,2,0,0,1,1,4,3,1,2,0,0,0,4,0,1,2,1,6,69065
120,0,2,3,0,0,1,1,0,2,1,1,0,0,0,0,1,0,2,1,1,16495
121,0,2,3,0,0,1,1,0,2,1,1,0,0,0,0,1,0,2,1,2,16495
122,0,2,3,0,0,1,1,0,2,1,1,0,0,0,0,1,0,2,1,3,16495
123,0,2,3,0,0,1,1,0,2,1,1,0,0,0,0,1,0,2,1,4,16495
124,0,2,3,0,0,1,1,0,2,1,1,0,0,0,0,1,0,2,1,5,16495
125,0,2,3,0,0,1,1,0,2,1,1,0,0,0,0,1,0,2,1,6,16495
126,1,2,1,0,1,2,0,2,2,1,1,0,0,0,1,1,0,1,1,1,21350
127,1,2,1,0,1,2,0,2,2,1,1,0,0,0,1,1,0,1,1,2,21350
128,1,2,1,0,1,2,0,2,2,1,1,0,0,0,1,1,0,1,1,3,21350
129,1,2,1,0,1,2,0,2,2,1,1,0,0,0,1,1,0,1,1,4,21350
130,1,2,1,0,1,2,0,2,2,1,1,0,0,0,1,1,0,1,1,5,21350
131,1,2,1,0,1,2,0,2,2,1,1,0,0,0,1,1,0,1,1,6,21350
132,1,2,2,0,0,2,3,0,0,3,2,1,0,0,3,1,1,3,0,1,94652
133,1,2,2,0,0,2,3,0,0,3,2,1,0,0,3,1,1,3,0,2,94652
134,1,2,2,0,0,2,3,0,0,3,2,1,0,0,3,1,1,3,0,3,94652
135,1,2,2,0,0,2,3,0,0,3,2,1,0,0,3,1,1,3,0,4,94652
136,1,2,2,0,0,2,3,0,0,3,2,1,0,0,3,1,1,3,0,5,94652
137,1,2,2,0,0,2,3,0,0,3,2,1,0,0,3,1,1,3,0,6,94652
138,1,1,4,0,0,1,1,2,3,1,1,2,0,3,1,1,0,3,1,1,26127
139,1,1,4,0,0,1,1,2,3,1,1,2,0,3,1,1,0,3,1,2,26127
140,1,1,4,0,0,1,1,2,3,1,1,2,0,3,1,1,0,3,1,3,26127
141,1,1,4,0,0,1,1,2,3,1,1,2,0,3,1,1,0,3,1,4,26127
142,1,1,4,0,0,1,1,2,3,1,1,2,0,3,1,1,0,3,1,5,26127
143,1,1,4,0,0,1,1,2,3,1,1,2,0,3,1,1,0,3,1,6,26127
144,1,0,3,0,1,1,0,2,2,1,1,0,0,0,2,0,0,2,1,1,25544
145,1,0,3,0,1,1,0,2,2,1,1,0,0,0,2,0,0,2,1,2,25544
146,1,0,3,0,1,1,0,2,2,1,1,0,0,0,2,0,0,2,1,3,25544
147,1,0,3,0,1,1,0,2,2,1,1,0,0,0,2,0,0,2,1,4,25544
148,1,0,3,0,1,1,0,2,2,1,1,0,0,0,2,0,0,2,1,5,25544
149,1,0,3,0,1,1,0,2,2,1,1,0,0,0,2,0,0,2,1,6,25544
150,0,2,5,0,0,2,1,0,2,1,1,0,0,0,1,1,0,3,1,1,23040
151,0,2,5,0,0,2,1,0,2,1,1,0,0,0,1,1,0,3,1,2,23040
152,0,2,5,0,0,2,1,0,2,1,1,0,0,0,1,1,0,3,1,3,23040
153,0,2,5,0,0,2,1,0,2,1,1,0,0,0,1,1,0,3,1,4,23040
154,0,2,5,0,0,2,1,0,2,1,1,0,0,0,1,1,0,3,1,5,23040
155,0,2,5,0,0,2,1,0,2,1,1,0,0,0,1,1,0,3,1,6,23040
156,1,0,2,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,0,1,13882
157,1,0,2,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,0,2,13882
158,1,0,2,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,0,3,13882
159,1,0,2,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,0,4,13882
160,1,0,2,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,0,5,13882
161,1,0,2,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,0,6,13882
162,1,0,4,0,1,1,2,1,3,1,0,0,0,0,4,1,0,3,0,1,15548
163,1,0,4,0,1,1,2,1,3,1,0,0,0,0,4,1,0,3,0,2,15548
164,1,0,4,0,1,1,2,1,3,1,0,0,0,0,4,1,0,3,0,3,15548
165,1,0,4,0,1,1,2,1,3,1,0,0,0,0,4,1,0,3,0,4,15548
166,1,0,4,0,1,1,2,1,3,1,0,0,0,0,4,1,0,3,0,5,15548
167,1,0,4,0,1,1,2,1,3,1,0,0,0,0,4,1,0,3,0,6,15548
168,1,2,5,0,0,2,1,1,3,3,1,0,0,0,3,0,1,1,1,1,15071
169,1,2,5,0,0,2,1,1,3,3,1,0,0,0,3,0,1,1,1,2,15071
170,1,2,5,0,0,2,1,1,3,3,1,0,0,0,3,0,1,1,1,3,15071
171,1,2,5,0,0,2,1,1,3,3,1,0,0,0,3,0,1,1,1,4,15071
172,1,2,5,0,0,2,1,1,3,3,1,0,0,0,3,0,1,1,1,5,15071
173,1,2,5,0,0,2,1,1,3,3,1,0,0,0,3,0,1,1,1,6,15071
174,1,2,1,0,0,2,3,0,2,1,1,0,0,0,1,1,1,0,0,1,14106
175,1,2,1,0,0,2,3,0,2,1,1,0,0,0,1,1,1,0,0,2,14106
176,1,2,1,0,0,2,3,0,2,1,1,0,0,0,1,1,1,0,0,3,14106
177,1,2,1,0,0,2,3,0,2,1,1,0,0,0,1,1,1,0,0,4,14106
178,1,2,1,0,0,2,3,0,2,1,1,0,0,0,1,1,1,0,0,5,14106
179,1,2,1,0,0,2,3,0,2,1,1,0,0,0,1,1,1,0,0,6,14106
180,1,5,1,0,1,2,2,0,4,4,0,2,0,0,4,1,0,1,1,1,18344
181,1,5,1,0,1,2,2,0,4,4,0,2,0,0,4,1,0,1,1,2,18344
182,1,5,1,0,1,2,2,0,4,4,0,2,0,0,4,1,0,1,1,3,18344
183,1,5,1,0,1,2,2,0,4,4,0,2,0,0,4,1,0,1,1,4,18344
184,1,5,1,0,1,2,2,0,4,4,0,2,0,0,4,1,0,1,1,5,18344
185,1,5,1,0,1,2,2,0,4,4,0,2,0,0,4,1,0,1,1,6,18344
186,0,3,6,0,1,2,0,1,1,1,1,0,0,0,1,0,1,1,1,1,63188
187,0,3,6,0,1,2,0,1,1,1,1,0,0,0,1,0,1,1,1,2,63188
188,0,3,6,0,1,2,0,1,1,1,1,0,0,0,1,0,1,1,1,3,63188
189,0,3,6,0,1,2,0,1,1,1,1,0,0,0,1,0,1,1,1,4,63188
190,0,3,6,0,1,2,0,1,1,1,1,0,0,0,1,0,1,1,1,5,63188
191,0,3,6,0,1,2,0,1,1,1,1,0,0,0,1,0,1,1,1,6,63188
192,0,2,1,0,0,3,0,0,2,1,1,2,0,0,1,0,0,1,0,1,88175
193,0,2,1,0,0,3,0,0,2,1,1,2,0,0,1,0,0,1,0,2,88175
194,0,2,1,0,0,3,0,0,2,1,1,2,0,0,1,0,0,1,0,3,88175
195,0,2,1,0,0,3,0,0,2,1,1,2,0,0,1,0,0,1,0,4,88175
196,0,2,1,0,0,3,0,0,2,1,1,2,0,0,1,0,0,1,0,5,88175
197,0,2,1,0,0,3,0,0,2,1,1,2,0,0,1,0,0,1,0,6,88175
198,0,2,1,0,1,2,0,3,2,1,1,0,0,0,0,1,1,2,0,1,72746
199,0,2,1,0,1,2,0,3,2,1,1,0,0,0,0,1,1,2,0,2,72746
200,0,2,1,0,1,2,0,3,2,1,1,0,0,0,0,1,1,2,0,3,72746
201,0,2,1,0,1,2,0,3,2,1,1,0,0,0,0,1,1,2,0,4,72746
202,0,2,1,0,1,2,0,3,2,1,1,0,0,0,0,1,1,2,0,5,72746
203,0,2,1,0,1,2,0,3,2,1,1,0,0,0,0,1,1,2,0,6,72746
204,0,3,2,0,0,2,0,1,1,1,0,0,0,0,4,1,0,2,0,1,68633
205,0,3,2,0,0,2,0,1,1,1,0,0,0,0,4,1,0,2,0,2,68633
206,0,3,2,0,0,2,0,1,1,1,0,0,0,0,4,1,0,2,0,3,68633
207,0,3,2,0,0,2,0,1,1,1,0,0,0,0,4,1,0,2,0,4,68633
208,0,3,2,0,0,2,0,1,1,1,0,0,0,0,4,1,0,2,0,5,68633
209,0,3,2,0,0,2,0,1,1,1,0,0,0,0,4,1,0,2,0,6,68633
210,0,2,4,0,0,2,0,3,1,1,1,1,0,0,1,1,0,1,1,1,23642
211,0,2,4,0,0,2,0,3,1,1,1,1,0,0,1,1,0,1,1,2,23642
212,0,2,4,0,0,2,0,3,1,1,1,1,0,0,1,1,0,1,1,3,23642
213,0,2,4,0,0,2,0,3,1,1,1,1,0,0,1,1,0,1,1,4,23642
214,0,2,4,0,0,2,0,3,1,1,1,1,0,0,1,1,0,1,1,5,23642
215,0,2,4,0,0,2,0,3,1,1,1,1,0,0,1,1,0,1,1,6,23642
216,0,2,0,0,1,2,0,0,0,1,3,0,0,0,1,1,0,1,1,1,46584
217,0,2,0,0,1,2,0,0,0,1,3,0,0,0,1,1,0,1,1,2,46584
218,0,2,0,0,1,2,0,0,0,1,3,0,0,0,1,1,0,1,1,3,46584
219,0,2,0,0,1,2,0,0,0,1,3,0,0,0,1,1,0,1,1,4,46584
220,0,2,0,0,1,2,0,0,0,1,3,0,0,0,1,1,0,1,1,5,46584
221,0,2,0,0,1,2,0,0,0,1,3,0,0,0,1,1,0,1,1,6,46584
222,1,2,1,0,0,2,1,0,0,1,2,0,0,0,1,0,0,2,0,1,25323
223,1,2,1,0,0,2,1,0,0,1,2,0,0,0,1,0,0,2,0,2,25323
224,1,2,1,0,0,2,1,0,0,1,2,0,0,0,1,0,0,2,0,3,25323
225,1,2,1,0,0,2,1,0,0,1,2,0,0,0,1,0,0,2,0,4,25323
226,1,2,1,0,0,2,1,0,0,1,2,0,0,0,1,0,0,2,0,5,25323
227,1,2,1,0,0,2,1,0,0,1,2,0,0,0,1,0,0,2,0,6,25323
228,1,2,1,0,0,2,1,2,2,1,2,0,0,0,1,1,1,2,0,1,36143
229,1,2,1,0,0,2,1,2,2,1,2,0,0,0,1,1,1,2,0,2,36143
230,1,2,1,0,0,2,1,2,2,1,2,0,0,0,1,1,1,2,0,3,36143
231,1,2,1,0,0,2,1,2,2,1,2,0,0,0,1,1,1,2,0,4,36143
232,1,2,1,0,0,2,1,2,2,1,2,0,0,0,1,1,1,2,0,5,36143
233,1,2,1,0,0,2,1,2,2,1,2,0,0,0,1,1,1,2,0,6,36143
234,0,2,2,0,1,2,1,3,2,1,1,1,0,2,1,0,1,2,0,1,39701
235,0,2,2,0,1,2,1,3,2,1,1,1,0,2,1,0,1,2,0,2,39701
236,0,2,2,0,1,2,1,3,2,1,1,1,0,2,1,0,1,2,0,3,39701
237,0,2,2,0,1,2,1,3,2,1,1,1,0,2,1,0,1,2,0,4,39701
238,0,2,2,0,1,2,1,3,2,1,1,1,0,2,1,0,1,2,0,5,39701
239,0,2,2,0,1,2,1,3,2,1,1,1,0,2,1,0,1,2,0,6,39701
240,1,2,4,0,1,2,0,0,2,1,0,0,0,0,1,0,0,1,0,1,24853
241,1,2,4,0,1,2,0,0,2,1,0,0,0,0,1,0,0,1,0,2,24853
242,1,2,4,0,1,2,0,0,2,1,0,0,0,0,1,0,0,1,0,3,24853
243,1,2,4,0,1,2,0,0,2,1,0,0,0,0,1,0,0,1,0,4,24853
244,1,2,4,0,1,2,0,0,2,1,0,0,0,0,1,0,0,1,0,5,24853
245,1,2,4,0,1,2,0,0,2,1,0,0,0,0,1,0,0,1,0,6,24853
246,1,2,5,0,1,2,2,0,0,1,0,0,0,0,1,1,0,3,0,1,65526
247,1,2,5,0,1,2,2,0,0,1,0,0,0,0,1,1,0,3,0,2,65526
248,1,2,5,0,1,2,2,0,0,1,0,0,0,0,1,1,0,3,0,3,65526
249,1,2,5,0,1,2,2,0,0,1,0,0,0,0,1,1,0,3,0,4,65526
250,1,2,5,0,1,2,2,0,0,1,0,0,0,0,1,1,0,3,0,5,65526
251,1,2,5,0,1,2,2,0,0,1,0,0,0,0,1,1,0,3,0,6,65526
252,1,0,1,0,1,2,2,0,2,4,1,1,0,0,4,1,0,1,1,1,44520
253,1,0,1,0,1,2,2,0,2,4,1,1,0,0,4,1,0,1,1,2,44520
254,1,0,1,0,1,2,2,0,2,4,1,1,0,0,4,1,0,1,1,3,44520
255,1,0,1,0,1,2,2,0,2,4,1,1,0,0,4,1,0,1,1,4,44520
256,1,0,1,0,1,2,2,0,2,4,1,1,0,0,4,1,0,1,1,5,44520
257,1,0,1,0,1,2,2,0,2,4,1,1,0,0,4,1,0,1,1,6,44520
258,0,1,5,0,0,1,3,3,3,1,1,0,0,0,1,1,0,2,0,1,13896
259,0,1,5,0,0,1,3,3,3,1,1,0,0,0,1,1,0,2,0,2,13896
260,0,1,5,0,0,1,3,3,3,1,1,0,0,0,1,1,0,2,0,3,13896
261,0,1,5,0,0,1,3,3,3,1,1,0,0,0,1,1,0,2,0,4,13896
262,0,1,5,0,0,1,3,3,3,1,1,0,0,0,1,1,0,2,0,5,13896
263,0,1,5,0,0,1,3,3,3,1,1,0,0,0,1,1,0,2,0,6,13896
264,0,0,5,0,0,2,0,1,1,1,0,0,0,3,1,1,1,2,1,1,18420
265,0,0,5,0,0,2,0,1,1,1,0,0,0,3,1,1,1,2,1,2,18420
266,0,0,5,0,0,2,0,1,1,1,0,0,0,3,1,1,1,2,1,3,18420
267,0,0,5,0,0,2,0,1,1,1,0,0,0,3,1,1,1,2,1,4,18420
268,0,0,5,0,0,2,0,1,1,1,0,0,0,3,1,1,1,2,1,5,18420
269,0,0,5,0,0,2,0,1,1,1,0,0,0,3,1,1,1,2,1,6,18420
270,1,2,5,0,1,2,1,0,0,1,2,0,0,0,1,0,1,0,0,1,29914
271,1,2,5,0,1,2,1,0,0,1,2,0,0,0,1,0,1,0,0,2,29914
272,1,2,5,0,1,2,1,0,0,1,2,0,0,0,1,0,1,0,0,3,29914
273,1,2,5,0,1,2,1,0,0,1,2,0,0,0,1,0,1,0,0,4,29914
274,1,2,5,0,1,2,1,0,0,1,2,0,0,0,1,0,1,0,0,5,29914
275,1,2,5,0,1,2,1,0,0,1,2,0,0,0,1,0,1,0,0,6,29914
276,0,2,2,0,0,2,3,2,2,1,1,0,0,0,1,0,1,1,0,1,38823
277,0,2,2,0,0,2,3,2,2,1,1,0,0,0,1,0,1,1,0,2,38823
278,0,2,2,0,0,2,3,2,2,1,1,0,0,0,1,0,1,1,0,3,38823
279,0,2,2,0,0,2,3,2,2,1,1,0,0,0,1,0,1,1,0,4,38823
280,0,2,2,0,0,2,3,2,2,1,1,0,0,0,1,0,1,1,0,5,38823
281,0,2,2,0,0,2,3,2,2,1,1,0,0,0,1,0,1,1,0,6,38823
282,0,1,2,0,1,1,2,2,0,1,0,2,0,0,3,0,0,2,0,1,82282
283,0,1,2,0,1,1,2,2,0,1,0,2,0,0,3,0,0,2,0,2,82282
284,0,1,2,0,1,1,2,2,0,1,0,2,0,0,3,0,0,2,0,3,82282
285,0,1,2,0,1,1,2,2,0,1,0,2,0,0,3,0,0,2,0,4,82282
286,0,1,2,0,1,1,2,2,0,1,0,2,0,0,3,0,0,2,0,5,82282
287,0,1,2,0,1,1,2,2,0,1,0,2,0,0,3,0,0,2,0,6,82282
288,0,1,2,0,0,2,1,2,3,1,2,0,0,2,1,0,1,1,1,1,55594
289,0,1,2,0,0,2,1,2,3,1,2,0,0,2,1,0,1,1,1,2,55594
290,0,1,2,0,0,2,1,2,3,1,2,0,0,2,1,0,1,1,1,3,55594
291,0,1,2,0,0,2,1,2,3,1,2,0,0,2,1,0,1,1,1,4,55594
292,0,1,2,0,0,2,1,2,3,1,2,0,0,2,1,0,1,1,1,5,55594
293,0,1,2,0,0,2,1,2,3,1,2,0,0,2,1,0,1,1,1,6,55594
294,0,2,1,0,0,2,3,0,2,1,2,0,0,0,1,1,1,2,0,1,25494
295,0,2,1,0,0,2,3,0,2,1,2,0,0,0,1,1,1,2,0,2,25494
296,0,2,1,0,0,2,3,0,2,1,2,0,0,0,1,1,1,2,0,3,25494
297,0,2,1,0,0,2,3,0,2,1,2,0,0,0,1,1,1,2,0,4,25494
298,0,2,1,0,0,2,3,0,2,1,2,0,0,0,1,1,1,2,0,5,25494
299,0,2,1,0,0,2,3,0,2,1,2,0,0,0,1,1,1,2,0,6,25494
300,0,2,6,0,0,2,0,0,2,1,1,2,0,4,1,0,1,0,0,1,51552
301,0,2,6,0,0,2,0,0,2,1,1,2,0,4,1,0,1,0,0,2,51552
302,0,2,6,0,0,2,0,0,2,1,1,2,0,4,1,0,1,0,0,3,51552
303,0,2,6,0,0,2,0,0,2,1,1,2,0,4,1,0,1,0,0,4,51552
304,0,2,6,0,0,2,0,0,2,1,1,2,0,4,1,0,1,0,0,5,51552
305,0,2,6,0,0,2,0,0,2,1,1,2,0,4,1,0,1,0,0,6,51552
306,0,2,2,0,1,2,0,0,2,1,1,0,0,0,1,1,0,3,0,1,58909
307,0,2,2,0,1,2,0,0,2,1,1,0,0,0,1,1,0,3,0,2,58909
308,0,2,2,0,1,2,0,0,2,1,1,0,0,0,1,1,0,3,0,3,58909
309,0,2,2,0,1,2,0,0,2,1,1,0,0,0,1,1,0,3,0,4,58909
310,0,2,2,0,1,2,0,0,2,1,1,0,0,0,1,1,0,3,0,5,58909
311,0,2,2,0,1,2,0,0,2,1,1,0,0,0,1,1,0,3,0,6,58909
312,0,3,0,0,1,2,2,3,2,1,0,1,0,0,1,1,0,2,0,1,68494
313,0,3,0,0,1,2,2,3,2,1,0,1,0,0,1,1,0,2,0,2,68494
314,0,3,0,0,1,2,2,3,2,1,0,1,0,0,1,1,0,2,0,3,68494
315,0,3,0,0,1,2,2,3,2,1,0,1,0,0,1,1,0,2,0,4,68494
316,0,3,0,0,1,2,2,3,2,1,0,1,0,0,1,1,0,2,0,5,68494
317,0,3,0,0,1,2,2,3,2,1,0,1,0,0,1,1,0,2,0,6,68494
318,1,2,5,0,1,2,0,3,2,1,0,0,0,0,1,1,0,1,0,1,78911
319,1,2,5,0,1,2,0,3,2,1,0,0,0,0,1,1,0,1,0,2,78911
320,1,2,5,0,1,2,0,3,2,1,0,0,0,0,1,1,0,1,0,3,78911
321,1,2,5,0,1,2,0,3,2,1,0,0,0,0,1,1,0,1,0,4,78911
322,1,2,5,0,1,2,0,3,2,1,0,0,0,0,1,1,0,1,0,5,78911
323,1,2,5,0,1,2,0,3,2,1,0,0,0,0,1,1,0,1,0,6,78911
324,0,3,1,0,0,2,0,0,2,1,1,1,0,0,1,1,0,0,1,1,84841
325,0,3,1,0,0,2,0,0,2,1,1,1,0,0,1,1,0,0,1,2,84841
