Category,F1 Score
gender_1,0.6125379729356532
ethnicity_1,0.4484848484848485
fbprivacy_1,0.5636363636363637
gaymarriage_6,0.4951923076923077
engnative_1,0.636712930290912
pincome_1,0.7754010695187166
"momed_1, daded_1",0.7333333333333334
"momrelig_1, dadrelig_1",0.4484848484848485
