Category,F1 Score
gender_1,0.6064516129032258
ethnicity_1,0.712171052631579
fbprivacy_1,0.7090909090909091
gaymarriage_6,0.6181818181818182
engnative_1,0.5905797101449275
pincome_1,0.6888888888888889
"momed_1, daded_1",0.6190476190476191
"momrelig_1, dadrelig_1",0.6568627450980392
