Category,F1 Score
gender_1,0.7241602067183464
ethnicity_1,0.6022727272727273
fbprivacy_1,0.746031746031746
gaymarriage_6,0.7136363636363636
engnative_1,0.7511856368563685
pincome_1,0.8444444444444444
"momed_1, daded_1",0.6812144212523719
"momrelig_1, dadrelig_1",0.6328671328671329
