Category,F1 Score
gender_1,0.6005952380952381
ethnicity_1,0.6940559440559441
fbprivacy_1,0.6862745098039216
gaymarriage_6,0.7083333333333333
engnative_1,0.6268867924528302
pincome_1,0.641025641025641
"momed_1, daded_1",0.5833333333333334
"momrelig_1, dadrelig_1",0.5561594202898551
