Category,F1 Score
gender_1,0.7458333333333333
ethnicity_1,0.7463768115942029
fbprivacy_1,0.6862745098039216
gaymarriage_6,0.6666666666666666
engnative_1,0.6985204947853505
pincome_1,0.2631578947368421
"momed_1, daded_1",0.7051597051597052
"momrelig_1, dadrelig_1",0.735071488645921
