Category,F1 Score
gender_1,0.3998977243671695
ethnicity_1,0.39983877468762596
fbprivacy_1,0.4003466204506066
gaymarriage_6,0.3997103548153512
engnative_1,0.3995715050883771
pincome_1,0.4
"momed_1, daded_1",0.4
"momrelig_1, dadrelig_1",0.3997747747747748
