Category,F1 Score
gender_1,0.49786594072895174
ethnicity_1,0.49667916161738174
fbprivacy_1,0.4931342440608564
gaymarriage_6,0.4880485324033711
engnative_1,0.4944975170020542
pincome_1,0.49731506849315066
"momed_1, daded_1",0.4979820199341085
"momrelig_1, dadrelig_1",0.4970154979284947
